poem,Label,Poet
أَبيتُ أَرقبُ نجمَ اللّيل قاعدةًحتّى الصباحِ وَعندَ الباب عجلانِلَولا مخافةُ ربّي أَن يُعاقِبنيلَقَد دَعوت عَلى الشيخِ اِبن حيّانِ,رومنسية,المرقش الأكبر
وَمَن يَعِش زَمَناً في أَهلِهِ خَرِقاًكَلّاً عَلَيهِم إِذا حَلّوا وَإِن ساروايَذمُم مَرارَةَ عَيشٍ كانَ أَوَّلُهحُلواً وَلِلدَهرِ إِحلاءٌ وَإِمرارُ,غزل,المرقش الأكبر
فَأَنتَ مبعوثٌ إِلى الأنامِتبعثُ في الحلّ وفي الحرامِتبعثُ بِالتوحيدِ والإسلامِدين أبيكِ البرّ إبراهامِفَاللَّه ينهاكَ عن الأصنامِأن لا تُواليها مع الأقوامِ,تسامح,الممزق العبدي
وَلَقَد رَأَيتُ شَبيهَ ما عَيَّرتِنييَغدو الزَمانُ بِهِ عَلَيكِ وَيَبكُرُوَجَعَلتُ يَحفَظُني الصَغيرُ وَمَلَّنيأَهلي وَكُنتُ مُكَرَّماً لا أُكهَرُ,حكمة,النابغة التغلبي
وَلا خَيرَ في حُسنِ الجُسومِ وَطولِهاإِذا لَم يَزِن حُسنَ الجُسومِ عُقولُوَكائِن رَأَينا مِن فُروعٍ طَويلَةٍتَموتُ إِذا لَم يُحَيهِنَّ أُصولُ,اخلاق,أوس العبدي
لا أَستَكينُ مِن المَخافَةِ فيهِمُوَإِذا هُمُ شَرِبوا دُعيتُ لِأَشرَباوَإِذا هُمُ لَعِبوا عَلى أَحيانِهِملَم أَنصَرِف لَأَبيتَ حَتّى أَلعَبا,اخلاق,النابغة الذبياني
هم الأخيارُ مَنْسِكةً وهَدْياًوفي الهَيْجا كأنهمُ الصقورُعن الفحشاء كلِّمُ غبيٌّوبالمعروفِ كلهمُ بَصيرُ,حكمة,النابغة الذبياني
وقد يكره الإنسان ماهو رشدهوتُلقى على غير الصواب شَرشِرُهوكم كان في آفل المُلَوِّح من فتىمنادَى مفدًّى حين تبلى سرائره,حكمة,النابغة الذبياني
يُبكَى علينا ولا نبكي على أحدلنحن أغلظ أكباداً من الإبل,فراق,أم الضحاك المحاربية
تَجَلَّد وَلا تَجزَع وَكُن ذا حَفيظَةٍفَإِنّي عَلى ما سائَهُم لَمَقيتُ,حب,أم الضحاك المحاربية
وَلَستُ بِمِفراحٍ إِذا الدَهرُ سَرَّنيوَلا جازِعٌ مِن صَرفِهِ المُتَحَوِّلِوَلَكِنَّني أَروي مِنَ الخَمرِ هامَتيوَأَنضو المَلا بِالشاحِبِ المُتَشَلشِلِ,شوق,أم موسى الكلابية
لا شَيءَ أَسرَعُ مِنّي لَيسَ ذا عُذَرٍوَذا جَناحٍ بِجَنبِ الرَيدِ خَفّاقِحَتّى نَجَوتُ وَلَمّا يَنزِعوا سَلَبيبِوالِهٍ مِن قَبيضِ الشَدِّ غَيداقِ,حياة,امرؤ القيس الكلبي
صوني جمالك عنا إننا بشرمن التراب وهذا الحسن روحاني عسى تكف دموع فيك هاميةلا تطلع الشمس والنداء في آن,دينية,آمنة بنت وهب
يا قَلبُ لا تَجزَع لِحادِثَةِ الهَوىوَاِصبِر فَما لِلحادِثاتِ دَوامُتَجري العُقولُ بِأَهلِها فَإِذا جَرىكَبَتِ العُقولُ وَزَلَّتِ الأَحلامُ,عتاب,بشامة بن الغدير
إِنَّ الشُجاعَ هُوَ الجَبانُ عَنِ الأَذىوَأَرى الجَريءَ عَلى الشُرورِ جَبانا,ذم,بشر الفزاري
أنت الذي نَعِمت عَيني بِرُؤيتهلأنها شقيت من بَعدها الفِكَرأموتُ وجداً ومالي منك مَرحمةٌوكم حَذِرتُ ولم يَنفَعني الحَذ,شجاعة,بشر بن عمرو
أباحوا كل محظور حراموردوه لأنفسهم حلالاوما انتسبوا إِلى الاسلام الالصون دمائهم أن لا تسالا,مدح,بشير بن النكث
وجربتُ إخوان الزمان فلم أَجدصَديقاً جميلَ الغيب في حال بعدهوكم صَاحِبٍ عَاشَرتُه وألفتُهفما دَام لي يوماً على حُسنِ عهده,عتاب,بلعاء بن قيس الكناني
إذا ما شكا العشّاقُ وجداً مبِّرحاًفكلُّ الذي يشكونه بعضُ ما لَقِيعلى أنّه لولا الرَّجاءُ لِأَوْبَةتقرِّبُني من وصل سُعْداه ما بَقِي,شجاعة,بلعاء بن قيس الكناني
يا راشقاً هَدَفَ القلوبِ بأَسهمٍخَلِّ السِّهامَ فِسْحُر طَرْفِك أَقْتَلُما لِلْوُشاةِ سَعَوا بنا يا لَيْتَهْمثَكِلوا أَحِبَّتَهم كما قد أَثْكَلوا,شجاعة,تأبط شراً
هَل كانَ سِرُّ الحُبِّ إِلّا مُضمَراًفَغَدَت صِفاتُك في الوَرى تُفشِيهِمَن لِلخَواطِرِ أَن تُحاوِلَ وَصفَ مَنإِن عَنَّ حُورُ العَينِ لا تَحكِيهِ,حزن,تأبط شراً
مَلأَ الضُلوعَ وَفاضَ عَن أَحنائِهاقَلبٌ إِذا ذُكِرَ الحَبيبُ يَذوبُما زالَ يَضرِبُ خافِقاً بِجَناحِهِيا لَيتَ شِعري هَل تَطير قُلوبُ,مدح,تأبط شراً
وَلا ذَنبَ إِلّا أَنّني بُحتُ بِاسمِهِوَلا بُدّ لِلمَحزُونِ أَن يَتَذَكّرافَكُن ناصِري إِن شِئتَ في مَوقِفِ الهَوىفَحُقّ لِمِثلي أَن يُعانَ وَيُنصَرا,غزل,أحمد شوقي
فلا تحسبنَّ العيشَ بعدك ناعماًولا تحسبنَّ الحالَ بَعْدك حَالِيَاوكلُّ سُرورٍ صار بَعْدَك تَرْحَةًوكلُّ بشيرٍ صَارَ عنديِ نَاعِيَا,حزن,أحمد شوقي
وما العِشْقُ إِلا موتُ نفسٍ إِذا دَعافإِنَّ نفوسَ العاشقِين جوابُومَنْ صَحَّ مِنْ داءِ الصَّبابَةِ قَلْبُهرَأَى أَنَّ رأْي العَاذِلينَ صَوابُ,شجاعة,أحمد شوقي
قرِّب فؤَادَك من قلبي مُعَانَقَةًلعلَّ رِقَّةَ ذاكَ القلبِ تُعديكاملكتَ قلبي فقُلْ لي كَيْفَ أَصْرِفهوحزتَ نَفْسي فقُلْ لي كيْفَ أَفْدِيكا,غزل,ابن النطروني
وعاقبَني بعد الوِصَال بهجرِهوأَعقَبَني بعد الدُّنوِّ بِبُعْدِهفيا ليتني لا ذقتُ ساعَةَ وَصْلِهإِذا كنتُ أَلْقَى بعدهَا عامَ صَدِّه,دينية,ابن جبير الشاطبي
أَقولُ وَنَفسي وَالأَسى قَد تَمازَجاوَقَلبِيَ مِن حَرِّ الفِراقِ يَذوبُأَلا مِثلَ لي فَإِنَّهُ لي مُعجِزٌوَإِنّي لِأَمثالِ الوَرى لَضَروبُ,عتاب,ابن جبير الشاطبي
مَولايَ إِنّي عَلَيكَ مُعتَمِدٌفَجُد بِفَضلٍ عَلَيَّ مَمنوحِوَنَجِّني فَالذُنوبُ مُغرَقَتيوَأَنتَ نَجَّيتَ تابِعي نوحِ,رومنسية,ابن جيا
نَشَدتُكَ لا يَذهَب بِكَ الشَوقُ مَذهَباًيُهَوِّنُ صَعباً أَو يُرَخّصُ مَأثَمافَأَمسَكتُ لا مُستَغنِياً عَن نَوالِهاوَلَكِن رَأيتُ الصَبرَ أَولى وَأَكرَ,غزل,ابن رواحة الحموي
لَقَد تَناهَت بِيَ الأَشواقُ فَاِشتَعَلَتنِيرانُ قَلبي وَأَذكَت حَرَّ أَنفاسِيلَولاك لَولاكَ لَم أَعرِف هَوىً أَبَداًفَحُبّكُم في فُؤادِي ثابِتٌ راسِ,حب,ابن راشد الحمامي
لَيتهم لو سامَحوني ساعةًبحبيبي فاِختَلستُ النَظَراليس بَختي في الهوى البختَ الذيأجتنى البرد به والزَهَرا,رومنسية,ابن زهر الحفيد
وَآفةُ قلب الفَتى عَينهُفإِن تَرعَ قَلبك لا تنظُر,حزن,ابن سالم الهمداني
أَحِنُّ إِلى مِصرٍ وَيا لَيتَ أَنَّ ليإِذا ذُكِرَت مِصرٌ جَناحاً أُعارُهُفَآوي إِلى ظِلٍّ ظَليلٍ وَنائِلٍجَزيلٍ وَملكٍ حالفَ العِزَّ جارُهُ,حزن,ابن سناء الملك
أَشكو إِلَيكَ نَوىً تَمادى عُمرُهاحَتّى حَسِبتُ اليَومَ مِنها أَشهُرالا عيشَتي تَصفو وَلا رسمُ الهَوىيَعفو وَلا جَفني يُصافِحُهُ الكَرى,رومنسية,ابن سناء الملك
أُراقِبُها في اللَيلِ مِن كُلِّ مَطلَعٍكَأَنّي بِرَعيِ السائِراتِ كَفيلُفَيا لَكَ مِن لَيلٍ نَأى عَنهُ صُبحُهُفَلَيسَ لَهُ فَجرٌ إِلَيهِ يَؤولُ,رومنسية,ابن سناء الملك
رأيتُ بني الأيامِ عُقْبى سُكونِهمحَراكٌ ومنْ بعْد الحَراكِ سُكونُرضَا بالذي قدرْتَ تسْليمَ عَاِلمفإن الذي لا بُد منْه يكُونُ,عتاب,ابن سناء الملك
كُن كَما شِئتَ وَدَعنيفيكَ مِن قَولٍ كَذُوبلَستَ جَزّاراً وَلَكِنأَنتَ جَزّارُ القُلُوب,فراق,ابن شكيل
هو حظّي أموتُ وجداً وشوقاًوَحبيبي بِمُبغضي مَشغولرُضتَ فيه نَفساً عزيزاً عليهاذُلُّها والمُحِبُّ عانٍ ذَليل,دينية,ابن شكيل
لَكِنَّ حَظَّ العَينِ مِنكَ فَقَدتُهُفَالشَوقُ مِنّي لا يَزالُ جَديدا,شوق,ابن طفيل
لا الدارُ بعدكم كما كانت ولاذاك البهاءُ بها ولا الإِشراقأشتاقكم وَكذا المحبّ إذ نَأىعنه أحبَّةُ قَلبه يَشتاق,عتاب,عبد المجيد الأزدي
يا رَوَّعَ اللَهُ رَوعاتِ الفِراقِ بِكُمأَذكَت حَشايَ بِجَمرٍ مِنهُ مَشبُوبِوَكَم أَطالَت يَدُ البينِ المُشِتِّ عَلىجَمرِ الغَرامِ وَنارِ الشَوقِ تَقلِيبي,رومنسية,ابن عطاء الله المصري
لا زِلتَ في نِعمةٍ يَقضي الزمان بهاأصمَّ أعمى بلا همٍّ ولا نَصبِولا شكوت بما أشكو إليك بهالفَقر والشَيب والتَزويج والجَربِ,حكمة,ابن عمرو الأغماتي
وَأبَى الهَوَى إلاَّ الحُلُولَ بِلَعلَعٍوَيحَ المَطَايَا أينَ مِنهَا لَعلَعُلَم أَدرِ أينَ نَوَوا فَلَم أَسال لَهُمرِيحاً تَهُبُّ ولا بَرِيقاً يَلمَعُ,شوق,ابن عنين
فَلَم أدرِ مِمَّا كنت أُسقَى هَل الهَوَىشَرِبتُ أمِ الصَّهبَاءَ صِرفاً أمِ السِّحرَاسلامٌ عَلَى ذَاكَ الأَصِيلِ وَطِيبِهِيُرَدَّدُ مَا مَرَّ الأصِيلُ وَمَا مَرَّا,عتاب,ابن عنين
إذا تَأَلَّق عنها الخيط تَحسبهاشهابَ رجم جَرى والنور في أَثرهيودّ كل لسانٍ أن يكون لَهالِبداً إذا فرغت بالرَقم من حِبَره,شوق,ابن عنين
والسيفُ أبلغُ فيمن لَيسَ يَردَعُهُعن الغوايةِ إيعادٌ وتهديدُأولى له لو تراخى ساعةً لغداوريدُهُ وهوَ بالخطي مَورُودُ,دينية,ابن كسرى
أمعذبي كيف استطعت على الأذىجلداً وأجزع ما يكون الريملو لم تكن هذي الطهارة سنةًقد سنها من قبل إبراهيم,تسامح,ابن مجاور
أيا مَن غرَّني باللطف حتىخلعتُ على عِذاريه عذاريظننتُ بك الوفاءَ فخاب ظنيونبَّهني على غلطي اختباري,شوق,ابن مسعود القرطبي
شجاني غرامٌ لو وَفيتم ببعضهِلقلبِ المعنَّى فيكمُ لشجاكمأعيدوا لنا عيدَ الوصال على اللوىسقى الله أيام اللوى وسقاكم,شوق,ابن مطروح البلنسي
أنا الذي ليس يُحصي ما أكابدهمن الصبابة لا وصف ولا عددٌولستُ أنكر تقصيري على شغَفيلكن على حسن ظني فيك أعتمد,شوق,ابن مواهب
يقولون داوِ القلبَ تسلُ عن الهوىفقلت لنعم الرأي لو أن لي قلبا,فراق,ابن نجيب الهاشمي
فلا زِلْتَ ذا شوقٍ إلى مَنْ هَويتَهُوقلبُكَ مقسومٌ بِكُلِّ مكانِوإِنّي لأَهْوى ما يَزْعُمُ النّاسُ بَيْنَناوعفراءَ يومَ الحَشْرِ مُلْتَقِيا,رثاء,ابن نوفل الحلبي
ما دام لي حُلُمُ اللِّقاءِ فإنَّنيأحيا بهِ ، مهما يطولُ فِراقُ,رومنسية,أبو الحسن بن حريق
قد يعشق المرءُ من لامالَ في يدهويكره القلبُ من في كفّه الذهبما قـيمة الناس إلا في مبادئهملا المال يبقى ولا الألقاب والرتب,شوق,أبو الحسن بن حريق
كَأَنَّ وَميضَ البَرقِ بَيني وَبَينَهاإِذا حانَ مِن خَلفِ الحِجابِ اِبتسامُهافَإِنَّ الَّتي أَهدَت عَلى نَأيِ دارِهاسَلاماً لَمَردودٌ عَلَيها سَلامُها,غزل,أبو الحسن بن خروف
